Day,Month,Year,Date,Open,High,Low,Close,Adj Close,Volume,Average,,
26,1,2018,26/1,59.529999,60.834999,59.400002,60.8325,60.252048,51635600,60.1175005,,
29,1,2018,29/1,60.685001,62.0275,60.1525,61.712502,61.123646,45511600,61.09,,
30,1,2018,30/1,60.2775,61.605,59.602501,60.68,60.100998,57083200,60.6037505,,
31,1,2018,31/1,61.442501,62.317501,61.112499,61.450001,60.863647,47857600,61.715,,
1,2,2018,1/2,59.630001,61.724998,59.514999,60.125,59.551292,51922400,60.6199985,,
2,2,2018,2/2,59.25,59.4925,57.7925,58.380001,57.822941,71846400,58.6425,,
5,2,2018,5/2,56.75,58.307499,51.25,53.424999,52.915222,116520400,54.7787495,,
6,2,2018,6/2,51.099998,56.424999,51,56.395,55.85688,111480000,53.7124995,,
7,2,2018,7/2,57.395,58.7425,56.674999,57.200001,56.654205,80293200,57.7087495,,
8,2,2018,8/2,58.470001,58.805,54.377499,54.380001,53.861103,114400000,56.5912495,,
9,2,2018,9/2,59.5625,59.7225,54.380001,58.02,57.466373,167460400,57.0512505,,
12,2,2018,12/2,58.84,58.869999,56.2575,57.0075,56.463535,109317200,57.5637495,,
13,2,2018,13/2,56.639999,58.625,56.3125,58.157501,57.60257,62552400,57.46875,,
14,2,2018,14/2,57.75,60.647499,57.637501,60.355,59.779099,74498800,59.1425,,
15,2,2018,15/2,61.197498,62.092499,60.380001,61.625,61.03698,69890000,61.23625,,
16,2,2018,16/2,61.349998,62.5,60.8675,60.959999,60.378323,63765600,61.68375,,
20,2,2018,20/2,61.1875,62.967499,61.150002,62.27,61.675827,68624000,62.0587505,,
21,2,2018,21/2,62.922501,62.9925,60.34,60.377499,59.801392,89229200,61.66625,,
22,2,2018,22/2,60.682499,61.407501,59.875,60.537498,59.997116,53436400,60.6412505,,
23,2,2018,23/2,61.142502,61.482498,60.630001,61.482498,60.933674,41530000,61.0562495,,
26,2,2018,26/2,61.950001,61.994999,61.014999,61.645,61.09473,46931200,61.504999,,
27,2,2018,27/2,61.375,62.227501,61.282501,61.514999,60.965893,45543600,61.755001,,
28,2,2018,28/2,61.625,62.025002,60.3825,60.5,59.959957,52311600,61.203751,,
1,3,2018,1/3,60.477501,61.022499,57.029999,58.052502,57.534306,104012000,59.026249,,
2,3,2018,2/3,56.965,59.200001,55.462502,59.134998,58.607136,91342800,57.3312515,,
5,3,2018,5/3,58.627499,59.3125,57.380001,58.912498,58.386627,62077600,58.3462505,,
6,3,2018,6/3,59.775002,60.735001,59.34,60.540001,59.999607,63680800,60.0375005,,
7,3,2018,7/3,59.5,60.987499,59.487499,60.459999,59.920303,58120800,60.237499,,
8,3,2018,8/3,60.737499,60.737499,59.8475,60.294998,59.756783,41191200,60.2924995,,
9,3,2018,9/3,60.775002,61.462502,60.612499,61.3325,60.785027,50552400,61.0375005,,
12,3,2018,12/3,61.75,63.25,61.6675,62.439999,61.882633,60506000,62.45875,,
13,3,2018,13/3,62.872501,63.625,61.509998,61.927502,61.374706,61977200,62.567499,,
14,3,2018,14/3,62.362499,62.637501,61.555,62.185001,61.629921,50549600,62.0962505,,
15,3,2018,15/3,62.322498,63.154999,61.91,62.334999,61.778572,40195200,62.5324995,,
16,3,2018,16/3,62.5,62.8125,62.119999,62.619999,62.061028,39945600,62.4662495,,
19,3,2018,19/3,62.044998,62.337502,59.25,60.25,59.712189,71377200,60.793751,,
20,3,2018,20/3,60.279999,62.787498,60.279999,62.395,61.838032,55469600,61.5337485,,
21,3,2018,21/3,62.330002,63,61.8325,62.139999,61.585312,43868800,62.41625,,
22,3,2018,22/3,61.5,61.970001,60.084999,60.462502,59.922791,55119600,61.0275,,
23,3,2018,23/3,60.599998,60.625,58.130001,58.2425,57.72261,73562000,59.3775005,,
26,3,2018,26/3,59.5,61.1325,58.974998,61.119999,60.574417,61142400,60.053749,,
27,3,2018,27/3,61.9375,62.5,54.962502,56.380001,55.876728,140900000,58.731251,,
28,3,2018,28/3,56.032501,57.3475,54.25,55.337502,54.843533,94590400,55.79875,,
29,3,2018,29/3,56.0275,58.875,55.174999,57.897499,57.380688,91662800,57.0249995,,
2,4,2018,2/4,57.185001,58.662498,54.375,55.262501,54.769207,92209200,56.518749,,
3,4,2018,3/4,56.950001,57.587502,55.337502,56.337502,55.834602,66743200,56.462502,,
4,4,2018,4/4,53.752499,56.665001,53.5,56.560001,56.055126,78916800,55.0825005,,
5,4,2018,5/4,57.150002,57.282501,54.622501,55.345001,54.850967,70124000,55.952501,,
6,4,2018,6/4,54.307499,55.400002,53.267502,53.5625,53.084381,66298800,54.333752,,
9,4,2018,9/4,54.200001,55.4925,53.650002,53.852501,53.371788,49952400,54.571251,,
10,4,2018,10/4,56.18,57.25,55.602501,56.977501,56.468899,76167600,56.4262505,,
11,4,2018,11/4,56.827499,57.244999,56.23,56.560001,56.055126,46024400,56.7374995,,
12,4,2018,12/4,57.5,58.830002,57.052502,58.650002,58.126476,59392000,57.941252,,
13,4,2018,13/4,59.2925,59.377499,57.387501,57.875,57.358383,50303600,58.3825,,
16,4,2018,16/4,57.942501,58.209999,56.919998,57.872501,57.355915,35079200,57.5649985,,
17,4,2018,17/4,58.400002,59.599998,57.837502,59.384998,58.854912,44722400,58.71875,,
18,4,2018,18/4,58.875,59.8125,58.192501,59.092499,58.565018,39136400,59.0025005,,
19,4,2018,19/4,57.9375,58.275002,56.700001,57.259998,56.748871,47199600,57.4875015,,
20,4,2018,20/4,57.172501,58.025002,56.862499,57.177502,56.667107,38620000,57.4437505,,
23,4,2018,23/4,57.357498,57.875,55.7075,55.970001,55.47039,42750800,56.79125,,
24,4,2018,24/4,56.23,57.200001,54.639999,55.299999,54.806362,41459600,55.92,,
25,4,2018,25/4,55,55.395,52.575001,54.165001,53.681496,58849200,53.9850005,,
26,4,2018,26/4,55.799999,56.387501,55.1325,56.305,55.802395,37582400,55.7600005,,
27,4,2018,27/4,57.375,57.575001,56.154999,56.5825,56.077419,40084800,56.865,,
30,4,2018,30/4,56.747501,57.25,56.029999,56.224998,55.723122,32784400,56.6399995,,
1,5,2018,1/5,56.142502,56.8125,55.549999,56.785,56.278114,25378800,56.1812495,,
2,5,2018,2/5,56.75,57.200001,56.3125,56.577499,56.072468,26824800,56.7562505,,
3,5,2018,3/5,56.900002,58.512501,56.442501,58.247501,57.727558,44314400,57.477501,,
4,5,2018,4/5,57.9575,59.797501,57.782501,59.764999,59.23151,40066000,58.790001,,
7,5,2018,7/5,60.822498,62.747501,60.7225,62.169998,61.615044,68761600,61.7350005,,
8,5,2018,8/5,62.172501,62.627499,61.677502,62.599998,62.041214,50661600,62.1525005,,
9,5,2018,9/5,62.802502,63.967499,62.5275,63.945,63.374199,59676000,63.2474995,,
10,5,2018,10/5,64.480003,65.125,64.300003,65.032501,64.452003,99408000,64.7125015,,
11,5,2018,11/5,63.195,64.947502,62.634998,63.6325,63.064495,121445600,63.79125,,
14,5,2018,14/5,64.017502,64.622498,63.599998,63.84,63.270134,52314000,64.111248,,
15,5,2018,15/5,63.197498,63.224998,60.375,61.389999,60.84201,96352800,61.799999,,
16,5,2018,16/5,61,62.130001,60.627499,61.502499,60.953495,55382800,61.37875,,
17,5,2018,17/5,61.52,62.875,61.357498,61.927502,61.374706,51978400,62.116249,,
18,5,2018,18/5,62.452499,63.092499,61.435001,61.485001,60.936165,48371600,62.26375,,
21,5,2018,21/5,62.470001,62.5075,60.122501,61.060001,60.514954,64062400,61.3150005,,
22,5,2018,22/5,61.195,61.450001,60.0625,60.674999,60.133389,51826400,60.7562505,,
23,5,2018,23/5,60.07,61.897499,60.0625,61.884998,61.370522,44295600,60.9799995,,
24,5,2018,24/5,61.8475,62.349998,61.310001,61.922501,61.407703,43737200,61.8299995,,
25,5,2018,25/5,62.049999,62.485001,61.689999,62.32,61.801903,29211200,62.0875,,
29,5,2018,29/5,62.137501,62.834999,61.674999,62.147499,61.630836,35268400,62.254999,,
30,5,2018,30/5,62.487499,63.334999,62.237499,63.247501,62.721699,39099600,62.786249,,
31,5,2018,31/5,62.924999,63.799999,62.817501,63.047501,62.523357,49386800,63.30875,,
1,6,2018,1/6,63.5,64.467499,63.412498,64.404999,63.869556,42196800,63.9399985,,
4,6,2018,4/6,64.75,66.434998,64.425003,66.212502,65.662048,64202400,65.4300005,,
5,6,2018,5/6,66.245003,66.647499,65.792503,66.267502,65.716583,39171200,66.220001,,
6,6,2018,6/6,65.357498,66.32,65.192497,66.287498,65.736404,37135600,65.7562485,,
7,6,2018,7/6,66.25,66.370003,64.8125,65.724998,65.178596,36944800,65.5912515,,
8,6,2018,8/6,64.989998,66,64.800003,65.57,65.024879,36045600,65.4000015,,
11,6,2018,11/6,65.442497,65.862503,65.025002,65.154999,64.613335,26537200,65.4437525,,
12,6,2018,12/6,65.422501,65.767502,64.915001,65.644997,65.099243,31916000,65.3412515,,
13,6,2018,13/6,65.660004,66.417503,65.5075,65.599998,65.054619,33820800,65.9625015,,
14,6,2018,14/6,66.055,67.300003,65.904999,66.727501,66.172752,43001600,66.602501,,
15,6,2018,15/6,66.150002,66.870003,65.837502,66.315002,65.763687,43226000,66.3537525,,
18,6,2018,18/6,65.870003,66.449997,65.595001,66.272499,65.721542,35626800,66.022499,,
19,6,2018,19/6,65.230003,65.910004,63.755001,65.042503,64.501785,59493200,64.8325025,,
20,6,2018,20/6,65.457497,66.112503,65.07,65.577499,65.032318,36978000,65.5912515,,
21,6,2018,21/6,65.900002,66.084999,64.199997,64.277496,63.74313,35951600,65.142498,,
22,6,2018,22/6,64.487503,64.622498,62.5825,62.737499,62.215939,43416000,63.602499,,
25,6,2018,25/6,61.662498,61.700001,58.884998,59.779999,59.28302,66581600,60.2924995,,
26,6,2018,26/6,60.924999,61.412498,59.977501,60.497501,59.994553,47888400,60.6949995,,
27,6,2018,27/6,60.9375,61.607498,58.875,58.93,58.44009,45389200,60.241249,,
28,6,2018,28/6,58.830002,60.334999,58.752499,60.215,59.714405,33801200,59.543749,,
29,6,2018,29/6,60.872501,61,59.212502,59.224998,58.732635,39230000,60.106251,,
2,7,2018,2/7,58.522499,60.5975,58.314999,60.560001,60.05653,35757200,59.4562495,,
3,7,2018,3/7,60.91,60.970001,59.125,59.209999,58.717758,22273200,60.0475005,,
5,7,2018,5/7,59.767502,60.732498,59.375,60.682499,60.178017,30621600,60.053749,,
6,7,2018,6/7,60.435001,61.9175,60.220001,61.8325,61.318455,29635200,61.0687505,,
9,7,2018,9/7,62.5825,62.68,61.517502,62.3125,61.794464,30388000,62.098751,,
10,7,2018,10/7,62.4375,63.535,62.029999,63.3125,62.786152,36001600,62.7824995,,
11,7,2018,11/7,62.375,62.724998,61.775002,61.8825,61.368046,36750800,62.25,,
12,7,2018,12/7,62.34,63.2925,62.240002,62.807499,62.285355,34550800,62.766251,,
13,7,2018,13/7,62.994999,62.994999,61.904999,62.330002,61.811821,24698800,62.449999,,
16,7,2018,16/7,62.049999,62.584999,61.924999,62.049999,61.534149,19703600,62.254999,,
17,7,2018,17/7,61.552502,63.575001,61.294998,63.422501,62.895237,36213600,62.4349995,,
18,7,2018,18/7,63.3475,63.487499,62.41,62.924999,62.401871,27764000,62.9487495,,
19,7,2018,19/7,62.735001,63.3475,62.5825,63.0075,62.483685,23575200,62.965,,
20,7,2018,20/7,62.982498,63.375,62.612499,62.7225,62.201057,22235200,62.9937495,,
23,7,2018,23/7,62.455002,62.4725,60.82,62.352501,61.834145,30158400,61.64625,,
24,7,2018,24/7,62.837502,63.712502,62,62.177502,61.660591,35462000,62.856251,,
25,7,2018,25/7,62.272499,63.095001,61.6875,62.967499,62.444023,31911200,62.3912505,,
26,7,2018,26/7,62.764999,64.082497,62.595001,63.709999,63.18034,32512400,63.338749,,
27,7,2018,27/7,64.080002,64.150002,62.459999,63.005001,62.481213,29542000,63.3050005,,
30,7,2018,30/7,63.147499,63.2075,60.68,61.032501,60.525101,34034000,61.94375,,
31,7,2018,31/7,60.927502,61.970001,60.535,61.215,60.706081,28398800,61.2525005,,
1,8,2018,1/8,61.532501,62.09,60.9725,61.6175,61.105236,28355600,61.53125,,
2,8,2018,2/8,60.897499,62.695,60.302502,62.654999,62.134117,26966800,61.498751,,
3,8,2018,3/8,62.9025,63.264999,62.732498,63.025002,62.501049,21428800,62.9987485,,
6,8,2018,6/8,62.897499,63.5425,62.427502,63.5075,62.97953,20750800,62.985001,,
7,8,2018,7/8,64,64.425003,63.73,64.237503,63.703468,25813200,64.0775015,,
8,8,2018,8/8,64.25,65.059998,63.897499,64.605003,64.067917,26210000,64.4787485,,
9,8,2018,9/8,64.785004,64.8125,64.037498,64.114998,63.58197,20428000,64.424999,,
10,8,2018,10/8,63.287498,64.025002,63.174999,63.697498,63.167953,25639600,63.6000005,,
13,8,2018,13/8,63.785,65.25,63.767502,64.029999,63.497684,37520800,64.508751,,
14,8,2018,14/8,65.095001,65.5,64.254997,65.357498,64.814156,46622000,64.8774985,,
15,8,2018,15/8,65.567497,65.910004,63.974998,64.769997,64.231522,59113600,64.942501,,
16,8,2018,16/8,65.474998,65.5,63.752499,64.360001,63.824951,80126000,64.6262495,,
17,8,2018,17/8,63.235001,63.2425,60.932499,61.205002,60.696175,114318800,62.0874995,,
20,8,2018,20/8,60.794998,63.299999,59.68,61.959999,61.444897,85438800,61.4899995,,
21,8,2018,21/8,62.125,63.375,61.924999,63.330002,62.803505,67398800,62.6499995,,
22,8,2018,22/8,63,65.754997,62.965,65.705002,65.158768,74985600,64.3599985,,
23,8,2018,23/8,65.315002,67.370003,65.175003,66.709999,66.155411,72068400,66.272503,,
24,8,2018,24/8,66.794998,68.202499,66.75,68.055,67.489235,53151200,67.4762495,,
27,8,2018,27/8,68.355003,69.724998,68.037498,68.974998,68.401573,50577600,68.881248,,
28,8,2018,28/8,68.915001,69.144997,67.3825,68.595001,68.02475,47538400,68.2637485,,
29,8,2018,29/8,68.480003,69.875,68.269997,69.622498,69.081467,42010800,69.0724985,,
30,8,2018,30/8,69.307503,70.43,69.080002,69.452499,68.912781,34660800,69.755001,,
31,8,2018,31/8,69.25,70.300003,69.150002,70.169998,69.62471,30659200,69.7250025,,
4,9,2018,4/9,70.037498,71.305,69.75,70.925003,70.373848,39172000,70.5275,,
5,9,2018,5/9,70.747498,71.105003,68.787498,69.605003,69.064087,39315600,69.9462505,,
6,9,2018,6/9,69.440002,69.464996,67.847504,68.18,67.650162,32279600,68.65625,,
7,9,2018,7/9,67.25,69.232498,66.797501,67.964996,67.436829,29542000,68.0149995,,
10,9,2018,10/9,68.192497,68.982498,67.75,68.682503,68.148781,22014000,68.366249,,
11,9,2018,11/9,68.214996,69.099998,68.004997,68.199997,67.669998,24311200,68.5524975,,
12,9,2018,12/9,67.797501,67.995003,65.480003,67.050003,66.528946,41909200,66.737503,,
13,9,2018,13/9,67.714996,68.75,67.540001,67.834999,67.307846,30553600,68.1450005,,
14,9,2018,14/9,68.747498,69.775002,68.375,69.107498,68.570457,38693600,69.075001,,
17,9,2018,17/9,68.849998,69.345001,68.287498,68.482498,67.950325,20552800,68.8162495,,
18,9,2018,18/9,68.522499,69.559998,67.6875,67.754997,67.228477,29952000,68.623749,,
19,9,2018,19/9,67.567497,68.175003,67.0625,67.995003,67.466606,22486000,67.6187515,,
20,9,2018,20/9,66.762497,67.190002,66.025002,66.57,66.052673,43058400,66.607502,,
21,9,2018,21/9,66.690002,67.150002,65.527496,65.862503,65.350685,43512800,66.338749,,
24,9,2018,24/9,65.550003,66.459999,64.669998,66.425003,65.908813,29391200,65.5649985,,
25,9,2018,25/9,67.092499,67.355003,66.227501,67.102501,66.581032,28038800,66.791252,,
26,9,2018,26/9,67.152496,67.559998,66.57,66.730003,66.211449,26854800,67.064999,,
27,9,2018,27/9,67.084999,67.300003,66.532501,66.849998,66.330505,21442800,66.916252,,
28,9,2018,28/9,68.182503,70.480003,67.900002,70.254997,69.709053,70939600,69.1900025,,
1,10,2018,1/10,71.040001,73.014999,70.650002,72.339996,71.77784,62206000,71.8325005,,
2,10,2018,2/10,72.0625,73.190002,71.394997,71.620003,71.063438,38396400,72.2924995,,
3,10,2018,3/10,72.330002,72.404999,70.6325,71.682503,71.125465,32055200,71.5187495,,
4,10,2018,4/10,71.317497,71.5625,69.044998,69.822502,69.2799,39122000,70.303749,,
5,10,2018,5/10,69.572502,70.199997,66.885002,67.464996,66.940727,42663600,68.5424995,,
8,10,2018,8/10,66.625,67.790001,65.019997,66.442497,65.92617,40861200,66.404999,,
9,10,2018,9/10,66.235001,67.190002,65.699997,66.385002,65.86911,27350000,66.4449995,,
10,10,2018,10/10,65.315002,65.777496,61.400002,61.422501,60.945183,68494000,63.588749,,
11,10,2018,11/10,60.5425,61.889999,58.564999,58.782501,58.325703,72543600,60.227499,,
12,10,2018,12/10,61.377499,62.384998,59.912498,61.634998,61.156033,60823600,61.148748,,
15,10,2018,15/10,61.5,61.5,58.834999,58.845001,58.387707,44976000,60.1674995,,
16,10,2018,16/10,59.982498,61.57,59.485001,61.4575,60.979908,40871200,60.5275005,,
17,10,2018,17/10,62.084999,62.470001,60.27,60.764999,60.292793,32966800,61.3700005,,
18,10,2018,18/10,61.465,61.852501,59.272499,59.8825,59.417156,52402000,60.5625,,
19,10,2018,19/10,60.439999,60.637501,56.924999,57.2925,56.847279,61360800,58.78125,,
22,10,2018,22/10,57.82,58.830002,56.767502,57.805,57.355797,36884400,57.798752,,
23,10,2018,23/10,55.107498,56.047501,54.177502,55.264999,54.835529,62643600,55.1125015,,
24,10,2018,24/10,54.877499,55.3475,49.712502,49.852501,49.465092,88428800,52.530001,,
25,10,2018,25/10,48.8675,52.4375,48.419998,51.959999,51.556213,95172000,50.428749,,
26,10,2018,26/10,49.577499,51.209999,48.279999,49.572498,49.187263,66478400,49.744999,,
29,10,2018,29/10,50.997501,51.032501,44.002499,46.404999,46.044395,75801600,47.5175,,
30,10,2018,30/10,46.637501,50.849998,46.404999,50.75,50.355614,80719200,48.6274985,,
31,10,2018,31/10,52.412498,53.147499,51.002499,52.7075,52.297905,74577200,52.074999,,
1,11,2018,1/11,53.075001,54.622501,51.797501,54.5275,54.103771,56652800,53.210001,,
2,11,2018,2/11,54.432499,55.5,52.552502,53.73,53.312458,45296000,54.026251,,
5,11,2018,5/11,53.5975,53.8325,51.32,52.942501,52.531086,37933200,52.57625,,
6,11,2018,6/11,52.862499,53.712502,52.389999,52.764999,52.354965,29901200,53.0512505,,
7,11,2018,7/11,53.4375,54.352501,52.794998,53.447498,53.032154,48381200,53.5737495,,
8,11,2018,8/11,52.849998,52.857498,50.9575,51.497501,51.097317,51135200,51.907499,,
9,11,2018,9/11,50.599998,52.330002,50.259998,51.4175,51.017925,41324000,51.295,,
12,11,2018,12/11,50.494999,50.717499,47.165001,47.384998,47.016766,61711600,48.94125,,
13,11,2018,13/11,48.372501,51.052502,48.310001,49.827499,49.440285,64471200,49.6812515,,
14,11,2018,14/11,51.575001,51.720001,48.2075,49.297501,48.914406,52658000,49.9637505,,
15,11,2018,15/11,49.237499,51.325001,48.875,50.5975,50.204311,84070800,50.1000005,,
16,11,2018,16/11,40.830002,42.665001,40.4025,41.107498,40.788055,196352000,41.5337505,,
19,11,2018,19/11,40.447498,40.455002,36.157501,36.174999,35.893883,169782000,38.3062515,,
20,11,2018,20/11,33.514999,38.564999,33.327499,37.27,36.98037,169203200,35.946249,,
21,11,2018,21/11,38.654999,38.825001,35.9025,36.177502,35.896362,102549600,37.3637505,,
23,11,2018,23/11,35.827499,37.397499,35.697498,36.25,35.968304,41196800,36.5474985,,
26,11,2018,26/11,37.4725,38.3675,36.639999,38.262501,37.965157,81483200,37.5037495,,
27,11,2018,27/11,38,39.252499,37.637501,38.432499,38.133842,73806000,38.445,,
28,11,2018,28/11,39.619999,40.07,38.282501,40.017502,39.706524,80452400,39.1762505,,
29,11,2018,29/11,40,40.375,39.035,39.34,39.073341,54917200,39.705,,
30,11,2018,30/11,39.4375,40.965,38.93,40.857498,40.580551,72956400,39.9475,,
3,12,2018,3/12,43.150002,43.669998,41.834999,42.509998,42.221859,89080400,42.7524985,,
4,12,2018,4/12,42.060001,42.110001,39.125,39.2775,39.011272,81211200,40.6175005,,
6,12,2018,6/12,37.860001,39.622501,37.702499,39.572498,39.304268,69230800,38.6625,,
7,12,2018,7/12,39.615002,39.717499,36.404999,36.9025,36.652363,68167600,38.061249,,
10,12,2018,10/12,36.450001,38.215,36.412498,37.965,37.707664,62947200,37.313749,,
11,12,2018,11/12,38.889999,38.9725,36.25,37.047501,36.796383,67191200,37.61125,,
12,12,2018,12/12,37.105,38.195,36.205002,37.224998,36.972672,65413600,37.200001,,
13,12,2018,13/12,37.697498,38.345001,36.860001,37.2225,36.9702,47138400,37.602501,,
14,12,2018,14/12,36.802502,37.647499,36.375,36.612499,36.364326,47182000,37.0112495,,
17,12,2018,17/12,36.310001,37.037498,35.310001,35.895,35.651699,66286800,36.1737495,,
18,12,2018,18/12,36.337502,37.5825,36.0625,36.735001,36.486,56437200,36.8225,,
19,12,2018,19/12,36.395,36.935001,34.107498,34.627499,34.39278,74536400,35.5212495,,
20,12,2018,20/12,34.5425,35.450001,33.172501,33.775002,33.546066,74958800,34.311251,,
21,12,2018,21/12,34.0425,34.375,32.115002,32.392502,32.172935,86374000,33.245001,,
24,12,2018,24/12,31.622499,32.494999,31.125,31.77,31.554657,46384000,31.8099995,,
26,12,2018,26/12,32.235001,33.285,31.115,33.275002,33.049458,69510000,32.2,,
27,12,2018,27/12,32.747501,33.095001,31.295,32.7925,32.570221,63704400,32.1950005,,
28,12,2018,28/12,33,34.3475,32.577499,33.412498,33.18602,62872800,33.4624995,,
31,12,2018,31/12,33.849998,34.177502,33.064999,33.375,33.148785,46514000,33.6212505,,
2,1,2019,2/1,32.66,34.619999,32.512501,34.055,33.824169,50875200,33.56625,,
3,1,2019,3/1,33.447498,33.790001,31.922501,31.997499,31.780611,70555200,32.856251,,
4,1,2019,4/1,32.735001,34.432499,32.424999,34.047501,33.816719,58562000,33.428749,,
7,1,2019,7/1,34.625,36.2225,34.107498,35.849998,35.606998,70916000,35.164999,,
8,1,2019,8/1,36.672501,36.695,34.224998,34.9575,34.720547,78601600,35.459999,,
9,1,2019,9/1,35.474998,36.122501,34.965,35.645,35.403393,61726000,35.5437505,,
10,1,2019,10/1,35.450001,36.395,34.84,36.307499,36.061398,52315600,35.6175,,
11,1,2019,11/1,36.0825,37.4375,35.802502,37.2075,36.955296,87476400,36.620001,,
14,1,2019,14/1,36.68,37.865002,36.442501,37.610001,37.35508,73016800,37.1537515,,
15,1,2019,15/1,37.939999,38.337502,37.282501,37.467499,37.213528,61701200,37.8100015,,
16,1,2019,16/1,37.7425,38.075001,37.154999,37.209999,36.957783,47010400,37.615,,
17,1,2019,17/1,36.877499,38.3325,36.602501,37.93,37.672897,49343600,37.4675005,,
18,1,2019,18/1,38.432499,39.494999,37.912498,39.232498,38.966568,65133600,38.7037485,,
22,1,2019,22/1,38.927502,39.044998,36.887501,37.192501,36.940395,66155200,37.9662495,,
23,1,2019,23/1,37.75,38.645,37.0075,37.322498,37.069515,59102000,37.82625,,
24,1,2019,24/1,38.174999,39.637501,38.127499,39.459999,39.192532,70897200,38.8825,,
25,1,2019,25/1,38.860001,40.220001,37.825001,40.037498,39.766109,115457200,39.022501,,
28,1,2019,28/1,34.137501,35.41,32.75,34.502499,34.268627,251152800,34.08,,
29,1,2019,29/1,34.037498,34.525002,32.752499,32.900002,32.677002,115393200,33.6387505,,
30,1,2019,30/1,33.6675,34.4925,32.865002,34.3475,34.114681,97422800,33.678751,,
31,1,2019,31/1,34.314999,36.297501,34.095001,35.9375,35.693905,84285200,35.196251,,
1,2,2019,1/2,36.125,36.697498,35.645,36.182499,35.937244,62504800,36.171249,,
4,2,2019,4/2,36.342499,37.669998,36.119999,37.294998,37.042198,52859200,36.8949985,,
5,2,2019,5/2,37.415001,37.857498,37.075001,37.487499,37.233398,54242400,37.4662495,,
6,2,2019,6/2,37.822498,38.900002,37.767502,38.25,37.990726,70246400,38.333752,,
7,2,2019,7/2,37.782501,37.805,36.422501,36.855,36.60519,63712000,37.1137505,,
8,2,2019,8/2,36.177502,37.150002,36.032501,37.0425,36.79142,46160400,36.5912515,,
11,2,2019,11/2,36.5975,37.145,36.125,36.612499,36.364326,49518000,36.635,,
12,2,2019,12/2,37,37.950001,36.855,37.7925,37.536327,59106000,37.4025005,,
13,2,2019,13/2,38.09,38.9575,37.952499,38.220001,37.960938,60537200,38.4549995,,
14,2,2019,14/2,38.209999,38.9175,37.775002,38.6325,38.37064,82726400,38.346251,,
15,2,2019,15/2,40.737499,40.967499,39.105,39.334999,39.068378,151674800,40.0362495,,
19,2,2019,19/2,39.227501,39.9725,39.035,39.16,38.894562,55189200,39.50375,,
20,2,2019,20/2,39.455002,40.314999,39.342499,39.637501,39.368828,54098800,39.828749,,
21,2,2019,21/2,39.764999,40.012501,38.794998,38.942501,38.678539,44854800,39.4037495,,
22,2,2019,22/2,39.465,39.987499,39.327499,39.797501,39.527748,40174000,39.657499,,
25,2,2019,25/2,40.639999,41.32,39.584999,39.672501,39.403591,65602000,40.4524995,,
26,2,2019,26/2,39.625,40.189999,38.9375,39.275002,39.008785,48846400,39.5637495,,
27,2,2019,27/2,39.130001,39.397499,38.2775,38.852501,38.589142,50025600,38.8374995,,
28,2,2019,28/2,38.75,38.974998,38.34,38.564999,38.343067,32494400,38.657499,,
1,3,2019,1/3,39.067501,39.537498,38.48,39.112499,38.887424,35718800,39.008749,,
4,3,2019,4/3,39.5,39.73,38.625,39.195,38.969444,40999200,39.1775,,
5,3,2019,5/3,39.037498,39.514999,38.490002,39.130001,38.904816,36292400,39.0025005,,
6,3,2019,6/3,39.040001,39.125,37.985001,38.012501,37.793751,40352400,38.5550005,,
7,3,2019,7/3,37.775002,37.872501,36.849998,37.314999,37.100266,45010400,37.3612495,,
8,3,2019,8/3,36.415001,37.767502,36.200001,37.66,37.443283,42241600,36.9837515,,
11,3,2019,11/3,37.897499,40.514999,37.422501,40.285,40.053177,85972800,38.96875,,
12,3,2019,12/3,40.564999,41.0975,39.797501,40.630001,40.396198,57957600,40.4475005,,
13,3,2019,13/3,41.0075,42.450001,40.932499,42.154999,41.912422,76890000,41.69125,,
14,3,2019,14/3,42.247501,42.3675,41.3125,41.389999,41.151814,51938400,41.84,,
15,3,2019,15/3,41.825001,42.8825,41.790001,42.452499,42.208199,66148400,42.3362505,,
18,3,2019,18/3,42.77,43.3125,41.965,42.237499,41.994442,48699200,42.63875,,
19,3,2019,19/3,43.189999,44.375,43.02,43.927502,43.674725,85497200,43.6975,,
20,3,2019,20/3,44.220001,44.7575,43.25,43.599998,43.349094,71914800,44.00375,,
21,3,2019,21/3,43.8325,46.25,43.782501,45.985001,45.720379,82431200,45.0162505,,
22,3,2019,22/3,45.709999,46.200001,44.235001,44.375,44.11964,74764400,45.217501,,
25,3,2019,25/3,43.965,44.612499,42.7775,43.445,43.194981,52521200,43.6949995,,
26,3,2019,26/3,44.872501,45.4375,43.650002,44.217499,43.963043,70350800,44.543751,,
27,3,2019,27/3,44.474998,44.942501,43.424999,44.125,43.871078,47437200,44.18375,,
28,3,2019,28/3,44.387501,44.974998,43.7775,44.3125,44.057499,48026400,44.376249,,
29,3,2019,29/3,44.985001,45.134998,44.477501,44.889999,44.631672,45689600,44.8062495,,
1,4,2019,1/4,45.814999,45.875,45.092499,45.57,45.307762,48382400,45.4837495,,
2,4,2019,2/4,45.8125,46.197498,45.380001,45.75,45.486729,44092000,45.7887495,,
3,4,2019,3/4,46.25,47.75,46.200001,47.154999,46.88364,78350400,46.9750005,,
4,4,2019,4/4,47,47.4925,46.432499,47.064999,46.794151,45737600,46.9624995,,
