Country/Currency,currency,value,date,Day,Month,Year
El Salvador Colon,SVC,9.338707,3/1/2023,3,1,2023
Ethiopia Birr,ETB,57.205348,3/1/2023,3,1,2023
Falkland Islands Pound,FKP,0.882086,3/1/2023,3,1,2023
Fiji Dollar,FJD,2.342938,3/1/2023,3,1,2023
Gambia Dalasi,GMD,66.111494,3/1/2023,3,1,2023
Georgia Lari,GEL,2.881176,3/1/2023,3,1,2023
Ghana New Cedi,GHS,10.662148,3/1/2023,3,1,2023
Gibraltar Pound,GIP,0.882086,3/1/2023,3,1,2023
Guatemala Quetzal,GTQ,8.375469,3/1/2023,3,1,2023
Guinea Franc,GNF,9199.460366,3/1/2023,3,1,2023
Guyana Dollar,GYD,223.293886,3/1/2023,3,1,2023
Haiti Gourde,HTG,157.957899,3/1/2023,3,1,2023
Honduras Lempira,HNL,26.335973,3/1/2023,3,1,2023
Hong Kong Dollar,HKD,8.329063,3/1/2023,3,1,2023
Hungary Forint,HUF,401.525987,3/1/2023,3,1,2023
Iceland Krona,ISK,151.699325,3/1/2023,3,1,2023
India Rupee,INR,88.262566,3/1/2023,3,1,2023
Indonesia Rupiah,IDR,16604.23428,3/1/2023,3,1,2023
Iran Rial,IRR,44661.43104,3/1/2023,3,1,2023
Iraq Dinar,IQD,1557.743058,3/1/2023,3,1,2023
Israel New Shekel,ILS,3.743448,3/1/2023,3,1,2023
Jamaica Dollar,JMD,161.165364,3/1/2023,3,1,2023
Jordan Dinar,JOD,0.757589,3/1/2023,3,1,2023
Kazakhstan Tenge,KZT,493.945574,3/1/2023,3,1,2023
Kenya Shilling,KES,131.700503,3/1/2023,3,1,2023
Kuwait Dinar,KWD,0.326482,3/1/2023,3,1,2023
Kyrgyzstan Som,KGS,91.43623,3/1/2023,3,1,2023
Laos Kip,LAK,18511.9961,3/1/2023,3,1,2023
Lebanon Pound,LBP,1613.721358,3/1/2023,3,1,2023
Lesotho Loti,LSL,18.1529,3/1/2023,3,1,2023
Liberia Dollar,LRD,164.876344,3/1/2023,3,1,2023
Libya Dinar,LYD,5.152721,3/1/2023,3,1,2023
Macau Pataca,MOP,8.580004,3/1/2023,3,1,2023
Macedonia Denar,MKD,61.625322,3/1/2023,3,1,2023
Malagasy Ariary,MGA,4766.226671,3/1/2023,3,1,2023
Malawi Kwacha,MWK,1092.364997,3/1/2023,3,1,2023
Malaysia Ringgit,MYR,4.700915,3/1/2023,3,1,2023
Maldives Rufiyaa,MVR,16.430672,3/1/2023,3,1,2023
Mauritania Ouguiya,MRO,380.982633,3/1/2023,3,1,2023
Mauritius Rupee,MUR,46.951485,3/1/2023,3,1,2023
Mexico Peso,MXN,20.789549,3/1/2023,3,1,2023
Moldova Leu,MDL,20.417096,3/1/2023,3,1,2023
Mongolia Tugrik,MNT,3679.830378,3/1/2023,3,1,2023
Morocco Dirham,MAD,11.152108,3/1/2023,3,1,2023
Mozambique New Metical,MZN,68.117653,3/1/2023,3,1,2023
Myanmar Kyat,MMK,2241.337805,3/1/2023,3,1,2023
NL Antilles Guilder,ANG,1.92348,3/1/2023,3,1,2023
Namibia Dollar,NAD,18.15275,3/1/2023,3,1,2023
Nepal Rupee,NPR,141.349853,3/1/2023,3,1,2023
New Zealand Dollar,NZD,1.686852,3/1/2023,3,1,2023
Nicaragua Cordoba Oro,NIO,38.966052,3/1/2023,3,1,2023
Nigeria Naira,NGN,478.181515,3/1/2023,3,1,2023
North Korea Won,KPW,960.460881,3/1/2023,3,1,2023
Norway Kroner,NOK,10.516908,3/1/2023,3,1,2023
Oman Rial,OMR,0.41088,3/1/2023,3,1,2023
Pakistan Rupee,PKR,241.953219,3/1/2023,3,1,2023
Panama Balboa,PAB,1.067324,3/1/2023,3,1,2023
Papua New Guinea Kina,PGK,3.760725,3/1/2023,3,1,2023
Paraguay Guarani,PYG,7859.137668,3/1/2023,3,1,2023
Peru Nuevo Sol,PEN,4.059925,3/1/2023,3,1,2023
Philippines Peso,PHP,59.564561,3/1/2023,3,1,2023
Poland Zloty,PLN,4.67173,3/1/2023,3,1,2023
Qatar Rial,QAR,3.885331,3/1/2023,3,1,2023
Romania New Lei,RON,4.926949,3/1/2023,3,1,2023
Russia Rouble,RUB,83.240157,3/1/2023,3,1,2023
Rwanda Franc,RWF,1140.512928,3/1/2023,3,1,2023
Samoa Tala,WST,2.877244,3/1/2023,3,1,2023
Sao Tome/Principe Dobra,STD,22088.44564,3/1/2023,3,1,2023
Saudi Arabia Riyal,SAR,4.011625,3/1/2023,3,1,2023
Serbia Dinar,RSD,117.315268,3/1/2023,3,1,2023
Seychelles Rupee,SCR,13.779046,3/1/2023,3,1,2023
Sierra Leone Leone,SLL,20089.63953,3/1/2023,3,1,2023
Singapore Dollar,SGD,1.431647,3/1/2023,3,1,2023
Solomon Islands Dollar,SBD,8.834413,3/1/2023,3,1,2023
Somali Shilling,SOS,607.756348,3/1/2023,3,1,2023
South Africa Rand,ZAR,18.140241,3/1/2023,3,1,2023
South Korea Won,KRW,1357.819579,3/1/2023,3,1,2023
Sri Lanka Rupee,LKR,390.099544,3/1/2023,3,1,2023
St Helena Pound,SHP,1.469932,3/1/2023,3,1,2023
Sudan Pound,SDG,609.890898,3/1/2023,3,1,2023
Suriname Dollar,SRD,33.746861,3/1/2023,3,1,2023
Swaziland Lilangeni,SZL,18.166577,3/1/2023,3,1,2023
Sweden Krona,SEK,11.159691,3/1/2023,3,1,2023
Syria Pound,SYP,2681.319931,3/1/2023,3,1,2023
Taiwan Dollar,TWD,32.676803,3/1/2023,3,1,2023
Tanzania Shilling,TZS,2488.660827,3/1/2023,3,1,2023
Thailand Baht,THB,36.785664,3/1/2023,3,1,2023
Tonga Pa'anga,TOP,2.499122,3/1/2023,3,1,2023
Trinidad/Tobago Dollar,TTD,7.251308,3/1/2023,3,1,2023
Tunisia Dinar,TND,3.317328,3/1/2023,3,1,2023
Turkish New Lira,TRY,19.997968,3/1/2023,3,1,2023
Uganda Shilling,UGX,3976.716868,3/1/2023,3,1,2023
Ukraine Hryvnia,UAH,39.224267,3/1/2023,3,1,2023
Uruguay Peso,UYU,42.301375,3/1/2023,3,1,2023
United Arab Emirates Dirham,AED,3.919425,3/1/2023,3,1,2023
Vanuatu Vatu,VUV,125.112457,3/1/2023,3,1,2023
Vietnam Dong,VND,25222.76992,3/1/2023,3,1,2023
Yemen Rial,YER,267.119175,3/1/2023,3,1,2023
Zambia Kwacha,ZMK,9605.887411,3/1/2023,3,1,2023
Australia Dollar,AUD,1.5687,4/1/2023,4,1,2023
Great Britain Pound,GBP,0.880622,4/1/2023,4,1,2023
Euro,EUR,1,4/1/2023,4,1,2023
Japan Yen,JPY,138.226744,4/1/2023,4,1,2023
Switzerland Franc,CHF,0.98757,4/1/2023,4,1,2023
USA Dollar,USD,1.055609,4/1/2023,4,1,2023
Afghanistan Afghani,AFN,92.371127,4/1/2023,4,1,2023
Albania Lek,ALL,113.108721,4/1/2023,4,1,2023
Algeria Dinar,DZD,145.248441,4/1/2023,4,1,2023
Angola Kwanza,AOA,531.614332,4/1/2023,4,1,2023
Argentina Peso,ARS,188.312244,4/1/2023,4,1,2023
Armenia Dram,AMD,416.638349,4/1/2023,4,1,2023
Aruba Florin,AWG,1.902736,4/1/2023,4,1,2023
Azerbaijan New Manat,AZN,1.797783,4/1/2023,4,1,2023
Bahamas Dollar,BSD,1.055609,4/1/2023,4,1,2023
Bahrain Dinar,BHD,0.397936,4/1/2023,4,1,2023
Bangladesh Taka,BDT,109.159313,4/1/2023,4,1,2023
Barbados Dollar,BBD,2.131493,4/1/2023,4,1,2023
Belarus Ruble,BYR,20689.94589,4/1/2023,4,1,2023
Belize Dollar,BZD,2.127863,4/1/2023,4,1,2023
Bermuda Dollar,BMD,1.055609,4/1/2023,4,1,2023
Bhutan Ngultrum,BTN,87.545462,4/1/2023,4,1,2023
Bolivia Boliviano,BOB,7.294583,4/1/2023,4,1,2023
Bosnia Mark,BAM,1.960956,4/1/2023,4,1,2023
Botswana Pula,BWP,13.58636,4/1/2023,4,1,2023
Brazil Real,BRL,5.784527,4/1/2023,4,1,2023
Brunei Dollar,BND,1.420795,4/1/2023,4,1,2023
Bulgaria Lev,BGN,1.955954,4/1/2023,4,1,2023
Burundi Franc,BIF,2176.666757,4/1/2023,4,1,2023
CFA Franc BCEAO,XOF,651.310901,4/1/2023,4,1,2023
CFA Franc BEAC,XAF,657.707476,4/1/2023,4,1,2023
CFP Franc,XPF,119.848639,4/1/2023,4,1,2023
Cambodia Riel,KHR,4347.000192,4/1/2023,4,1,2023
Canada Dollar,CAD,1.4422,4/1/2023,4,1,2023
Cape Verde Escudo,CVE,109.044358,4/1/2023,4,1,2023
Cayman Islands Dollar,KYD,0.879641,4/1/2023,4,1,2023
Chili Peso,CLP,910.832433,4/1/2023,4,1,2023
China Yuan/Renminbi,CNY,7.299643,4/1/2023,4,1,2023
Colombia Peso,COP,5132.383869,4/1/2023,4,1,2023
Comoros Franc,KMF,492.284069,4/1/2023,4,1,2023
Congo Franc,CDF,2139.720681,4/1/2023,4,1,2023
Costa Rica Colon,CRC,624.602367,4/1/2023,4,1,2023
Croatia Kuna,HRK,7.433811,4/1/2023,4,1,2023
Cuba Convertible Peso,CUC,1.055609,4/1/2023,4,1,2023
Cuba Peso,CUP,27.973651,4/1/2023,4,1,2023
Czech Koruna,CZK,24.072152,4/1/2023,4,1,2023
Denmark Krone,DKK,7.437011,4/1/2023,4,1,2023
Djibouti Franc,DJF,187.602682,4/1/2023,4,1,2023
Dominican Republich Peso,DOP,59.49795,4/1/2023,4,1,2023
East Caribbean Dollar,XCD,2.852837,4/1/2023,4,1,2023
Egypt Pound,EGP,26.151461,4/1/2023,4,1,2023
El Salvador Colon,SVC,9.236057,4/1/2023,4,1,2023
Ethiopia Birr,ETB,56.633181,4/1/2023,4,1,2023
Falkland Islands Pound,FKP,0.87623,4/1/2023,4,1,2023
Fiji Dollar,FJD,2.332369,4/1/2023,4,1,2023
Gambia Dalasi,GMD,65.44755,4/1/2023,4,1,2023
Georgia Lari,GEL,2.834264,4/1/2023,4,1,2023
Ghana New Cedi,GHS,10.714655,4/1/2023,4,1,2023
Gibraltar Pound,GIP,0.87623,4/1/2023,4,1,2023
Guatemala Quetzal,GTQ,8.284227,4/1/2023,4,1,2023
Guinea Franc,GNF,9262.973303,4/1/2023,4,1,2023
Guyana Dollar,GYD,220.865151,4/1/2023,4,1,2023
Haiti Gourde,HTG,156.241013,4/1/2023,4,1,2023
Honduras Lempira,HNL,26.057741,4/1/2023,4,1,2023
Hong Kong Dollar,HKD,8.24658,4/1/2023,4,1,2023
Hungary Forint,HUF,400.20896,4/1/2023,4,1,2023
Iceland Krona,ISK,151.701603,4/1/2023,4,1,2023
India Rupee,INR,87.382667,4/1/2023,4,1,2023
Indonesia Rupiah,IDR,16456.95186,4/1/2023,4,1,2023
Iran Rial,IRR,44230.03745,4/1/2023,4,1,2023
Iraq Dinar,IQD,1541.717652,4/1/2023,4,1,2023
Israel New Shekel,ILS,3.729485,4/1/2023,4,1,2023
Jamaica Dollar,JMD,159.408773,4/1/2023,4,1,2023
Jordan Dinar,JOD,0.749379,4/1/2023,4,1,2023
Kazakhstan Tenge,KZT,488.537092,4/1/2023,4,1,2023
Kenya Shilling,KES,130.420288,4/1/2023,4,1,2023
Kuwait Dinar,KWD,0.323312,4/1/2023,4,1,2023
Kyrgyzstan Som,KGS,90.444895,4/1/2023,4,1,2023
Laos Kip,LAK,18293.71189,4/1/2023,4,1,2023
Lebanon Pound,LBP,1606.637483,4/1/2023,4,1,2023
Lesotho Loti,LSL,17.945269,4/1/2023,4,1,2023
Liberia Dollar,LRD,163.104997,4/1/2023,4,1,2023
Libya Dinar,LYD,5.072167,4/1/2023,4,1,2023
Macau Pataca,MOP,8.495772,4/1/2023,4,1,2023
Macedonia Denar,MKD,61.661993,4/1/2023,4,1,2023
Malagasy Ariary,MGA,4735.464262,4/1/2023,4,1,2023
Malawi Kwacha,MWK,1080.428985,4/1/2023,4,1,2023
Malaysia Ringgit,MYR,4.655386,4/1/2023,4,1,2023
Maldives Rufiyaa,MVR,16.26677,4/1/2023,4,1,2023
Mauritania Ouguiya,MRO,376.852404,4/1/2023,4,1,2023
Mauritius Rupee,MUR,46.45582,4/1/2023,4,1,2023
Mexico Peso,MXN,20.493877,4/1/2023,4,1,2023
Moldova Leu,MDL,20.235506,4/1/2023,4,1,2023
Mongolia Tugrik,MNT,3636.166064,4/1/2023,4,1,2023
Morocco Dirham,MAD,11.086536,4/1/2023,4,1,2023
Mozambique New Metical,MZN,67.379304,4/1/2023,4,1,2023
Myanmar Kyat,MMK,2216.906457,4/1/2023,4,1,2023
NL Antilles Guilder,ANG,1.902645,4/1/2023,4,1,2023
Namibia Dollar,NAD,17.945008,4/1/2023,4,1,2023
Nepal Rupee,NPR,140.069108,4/1/2023,4,1,2023
New Zealand Dollar,NZD,1.68888,4/1/2023,4,1,2023
Nicaragua Cordoba Oro,NIO,38.434748,4/1/2023,4,1,2023
Nigeria Naira,NGN,473.493714,4/1/2023,4,1,2023
North Korea Won,KPW,950.021385,4/1/2023,4,1,2023
Norway Kroner,NOK,10.648981,4/1/2023,4,1,2023
Oman Rial,OMR,0.406432,4/1/2023,4,1,2023
Pakistan Rupee,PKR,239.596965,4/1/2023,4,1,2023
Panama Balboa,PAB,1.055609,4/1/2023,4,1,2023
Papua New Guinea Kina,PGK,3.721017,4/1/2023,4,1,2023
Paraguay Guarani,PYG,7739.271237,4/1/2023,4,1,2023
Peru Nuevo Sol,PEN,4.027195,4/1/2023,4,1,2023
Philippines Peso,PHP,59.167434,4/1/2023,4,1,2023
Poland Zloty,PLN,4.675047,4/1/2023,4,1,2023
Qatar Rial,QAR,3.843737,4/1/2023,4,1,2023
Romania New Lei,RON,4.931911,4/1/2023,4,1,2023
Russia Rouble,RUB,77.112338,4/1/2023,4,1,2023
Rwanda Franc,RWF,1130.557758,4/1/2023,4,1,2023
Samoa Tala,WST,2.852176,4/1/2023,4,1,2023
Sao Tome/Principe Dobra,STD,21848.98506,4/1/2023,4,1,2023
Saudi Arabia Riyal,SAR,3.96891,4/1/2023,4,1,2023
Serbia Dinar,RSD,117.309606,4/1/2023,4,1,2023
Seychelles Rupee,SCR,14.060592,4/1/2023,4,1,2023
Sierra Leone Leone,SLL,20030.19008,4/1/2023,4,1,2023
Singapore Dollar,SGD,1.419499,4/1/2023,4,1,2023
Solomon Islands Dollar,SBD,8.724427,4/1/2023,4,1,2023
Somali Shilling,SOS,600.062568,4/1/2023,4,1,2023
South Africa Rand,ZAR,17.959876,4/1/2023,4,1,2023
South Korea Won,KRW,1349.960937,4/1/2023,4,1,2023
Sri Lanka Rupee,LKR,385.847363,4/1/2023,4,1,2023
St Helena Pound,SHP,1.453994,4/1/2023,4,1,2023
Sudan Pound,SDG,604.864375,4/1/2023,4,1,2023
Suriname Dollar,SRD,33.363064,4/1/2023,4,1,2023
Swaziland Lilangeni,SZL,17.945141,4/1/2023,4,1,2023
Sweden Krona,SEK,11.151139,4/1/2023,4,1,2023
Syria Pound,SYP,2652.208051,4/1/2023,4,1,2023
Taiwan Dollar,TWD,32.370796,4/1/2023,4,1,2023
Tanzania Shilling,TZS,2461.681503,4/1/2023,4,1,2023
Thailand Baht,THB,36.317252,4/1/2023,4,1,2023
Tonga Pa'anga,TOP,2.473768,4/1/2023,4,1,2023
Trinidad/Tobago Dollar,TTD,7.172257,4/1/2023,4,1,2023
Tunisia Dinar,TND,3.2993,4/1/2023,4,1,2023
Turkish New Lira,TRY,19.777797,4/1/2023,4,1,2023
Uganda Shilling,UGX,3936.289914,4/1/2023,4,1,2023
Ukraine Hryvnia,UAH,38.794614,4/1/2023,4,1,2023
Uruguay Peso,UYU,41.842146,4/1/2023,4,1,2023
United Arab Emirates Dirham,AED,3.877267,4/1/2023,4,1,2023
Vanuatu Vatu,VUV,124.745503,4/1/2023,4,1,2023
Vietnam Dong,VND,24843.76921,4/1/2023,4,1,2023
Yemen Rial,YER,264.223614,4/1/2023,4,1,2023
Zambia Kwacha,ZMK,9501.753876,4/1/2023,4,1,2023
Australia Dollar,AUD,1.554462,5/1/2023,5,1,2023
Great Britain Pound,GBP,0.880268,5/1/2023,5,1,2023
Euro,EUR,1,5/1/2023,5,1,2023
Japan Yen,JPY,140.151172,5/1/2023,5,1,2023
Switzerland Franc,CHF,0.986005,5/1/2023,5,1,2023
USA Dollar,USD,1.061076,5/1/2023,5,1,2023
Afghanistan Afghani,AFN,92.845,5/1/2023,5,1,2023
Albania Lek,ALL,113.693942,5/1/2023,5,1,2023
Algeria Dinar,DZD,145.513787,5/1/2023,5,1,2023
Angola Kwanza,AOA,534.448111,5/1/2023,5,1,2023
Argentina Peso,ARS,189.474449,5/1/2023,5,1,2023
Armenia Dram,AMD,418.583505,5/1/2023,5,1,2023
Aruba Florin,AWG,1.909937,5/1/2023,5,1,2023
Azerbaijan New Manat,AZN,1.805333,5/1/2023,5,1,2023
Bahamas Dollar,BSD,1.061426,5/1/2023,5,1,2023
Bahrain Dinar,BHD,0.400038,5/1/2023,5,1,2023
Bangladesh Taka,BDT,110.011594,5/1/2023,5,1,2023
Barbados Dollar,BBD,2.14307,5/1/2023,5,1,2023
Belarus Ruble,BYR,20797.08712,5/1/2023,5,1,2023
Belize Dollar,BZD,2.139367,5/1/2023,5,1,2023
Bermuda Dollar,BMD,1.061076,5/1/2023,5,1,2023
Bhutan Ngultrum,BTN,87.866671,5/1/2023,5,1,2023
Bolivia Boliviano,BOB,7.3341,5/1/2023,5,1,2023
Bosnia Mark,BAM,1.957538,5/1/2023,5,1,2023
Botswana Pula,BWP,13.503583,5/1/2023,5,1,2023
Brazil Real,BRL,5.763128,5/1/2023,5,1,2023
Brunei Dollar,BND,1.42164,5/1/2023,5,1,2023
Bulgaria Lev,BGN,1.955263,5/1/2023,5,1,2023
Burundi Franc,BIF,2187.938451,5/1/2023,5,1,2023
CFA Franc BCEAO,XOF,654.683592,5/1/2023,5,1,2023
CFA Franc BEAC,XAF,656.529875,5/1/2023,5,1,2023
CFP Franc,XPF,120.469246,5/1/2023,5,1,2023
Cambodia Riel,KHR,4367.908681,5/1/2023,5,1,2023
Canada Dollar,CAD,1.431015,5/1/2023,5,1,2023
Cape Verde Escudo,CVE,110.840348,5/1/2023,5,1,2023
Cayman Islands Dollar,KYD,0.884572,5/1/2023,5,1,2023
Chili Peso,CLP,907.65473,5/1/2023,5,1,2023
China Yuan/Renminbi,CNY,7.309857,5/1/2023,5,1,2023
Colombia Peso,COP,5231.772535,5/1/2023,5,1,2023
Comoros Franc,KMF,492.864431,5/1/2023,5,1,2023
Congo Franc,CDF,2150.801044,5/1/2023,5,1,2023
Costa Rica Colon,CRC,627.377437,5/1/2023,5,1,2023
Croatia Kuna,HRK,7.472311,5/1/2023,5,1,2023
Cuba Convertible Peso,CUC,1.061076,5/1/2023,5,1,2023
Cuba Peso,CUP,28.118511,5/1/2023,5,1,2023
Czech Koruna,CZK,23.980848,5/1/2023,5,1,2023
Denmark Krone,DKK,7.437049,5/1/2023,5,1,2023
Djibouti Franc,DJF,188.574674,5/1/2023,5,1,2023
Dominican Republich Peso,DOP,59.749289,5/1/2023,5,1,2023
East Caribbean Dollar,XCD,2.867611,5/1/2023,5,1,2023
Egypt Pound,EGP,28.062264,5/1/2023,5,1,2023
El Salvador Colon,SVC,9.287104,5/1/2023,5,1,2023
Ethiopia Birr,ETB,56.926524,5/1/2023,5,1,2023
Falkland Islands Pound,FKP,0.886481,5/1/2023,5,1,2023
Fiji Dollar,FJD,2.332086,5/1/2023,5,1,2023
Gambia Dalasi,GMD,65.840037,5/1/2023,5,1,2023
Georgia Lari,GEL,2.848955,5/1/2023,5,1,2023
Ghana New Cedi,GHS,10.968567,5/1/2023,5,1,2023
Gibraltar Pound,GIP,0.886481,5/1/2023,5,1,2023
Guatemala Quetzal,GTQ,8.329168,5/1/2023,5,1,2023
Guinea Franc,GNF,9316.246247,5/1/2023,5,1,2023
Guyana Dollar,GYD,222.05376,5/1/2023,5,1,2023
Haiti Gourde,HTG,156.552605,5/1/2023,5,1,2023
Honduras Lempira,HNL,26.19264,5/1/2023,5,1,2023
Hong Kong Dollar,HKD,8.293443,5/1/2023,5,1,2023
Hungary Forint,HUF,396.020011,5/1/2023,5,1,2023
Iceland Krona,ISK,151.702137,5/1/2023,5,1,2023
India Rupee,INR,87.7158,5/1/2023,5,1,2023
Indonesia Rupiah,IDR,16529.9705,5/1/2023,5,1,2023
Iran Rial,IRR,44406.02538,5/1/2023,5,1,2023
Iraq Dinar,IQD,1549.701313,5/1/2023,5,1,2023
Israel New Shekel,ILS,3.741831,5/1/2023,5,1,2023
Jamaica Dollar,JMD,160.272851,5/1/2023,5,1,2023
Jordan Dinar,JOD,0.753258,5/1/2023,5,1,2023
Kazakhstan Tenge,KZT,494.217271,5/1/2023,5,1,2023
Kenya Shilling,KES,131.095696,5/1/2023,5,1,2023
Kuwait Dinar,KWD,0.325177,5/1/2023,5,1,2023
Kyrgyzstan Som,KGS,90.912702,5/1/2023,5,1,2023
Laos Kip,LAK,18393.7506,5/1/2023,5,1,2023
Lebanon Pound,LBP,1615.489195,5/1/2023,5,1,2023
Lesotho Loti,LSL,17.921381,5/1/2023,5,1,2023
Liberia Dollar,LRD,163.989098,5/1/2023,5,1,2023
Libya Dinar,LYD,5.098481,5/1/2023,5,1,2023
Macau Pataca,MOP,8.547458,5/1/2023,5,1,2023
Macedonia Denar,MKD,61.626086,5/1/2023,5,1,2023
Malagasy Ariary,MGA,4759.986135,5/1/2023,5,1,2023
Malawi Kwacha,MWK,1086.015105,5/1/2023,5,1,2023
Malaysia Ringgit,MYR,4.672974,5/1/2023,5,1,2023
Maldives Rufiyaa,MVR,16.351637,5/1/2023,5,1,2023
Mauritania Ouguiya,MRO,378.803904,5/1/2023,5,1,2023
Mauritius Rupee,MUR,46.364408,5/1/2023,5,1,2023
Mexico Peso,MXN,20.579131,5/1/2023,5,1,2023
Moldova Leu,MDL,20.357163,5/1/2023,5,1,2023
Mongolia Tugrik,MNT,3651.334224,5/1/2023,5,1,2023
Morocco Dirham,MAD,11.080285,5/1/2023,5,1,2023
Mozambique New Metical,MZN,67.728196,5/1/2023,5,1,2023
Myanmar Kyat,MMK,2228.890085,5/1/2023,5,1,2023
NL Antilles Guilder,ANG,1.912869,5/1/2023,5,1,2023
Namibia Dollar,NAD,17.921614,5/1/2023,5,1,2023
Nepal Rupee,NPR,140.586673,5/1/2023,5,1,2023
New Zealand Dollar,NZD,1.688819,5/1/2023,5,1,2023
Nicaragua Cordoba Oro,NIO,38.633801,5/1/2023,5,1,2023
Nigeria Naira,NGN,476.433492,5/1/2023,5,1,2023
North Korea Won,KPW,955.057568,5/1/2023,5,1,2023
Norway Kroner,NOK,10.712411,5/1/2023,5,1,2023
Oman Rial,OMR,0.408529,5/1/2023,5,1,2023
Pakistan Rupee,PKR,240.837671,5/1/2023,5,1,2023
Panama Balboa,PAB,1.061426,5/1/2023,5,1,2023
Papua New Guinea Kina,PGK,3.740293,5/1/2023,5,1,2023
Paraguay Guarani,PYG,7744.357572,5/1/2023,5,1,2023
Peru Nuevo Sol,PEN,4.048013,5/1/2023,5,1,2023
Philippines Peso,PHP,59.479141,5/1/2023,5,1,2023
Poland Zloty,PLN,4.665576,5/1/2023,5,1,2023
Qatar Rial,QAR,3.863368,5/1/2023,5,1,2023
Romania New Lei,RON,4.932902,5/1/2023,5,1,2023
Russia Rouble,RUB,76.92489,5/1/2023,5,1,2023
Rwanda Franc,RWF,1136.412261,5/1/2023,5,1,2023
Samoa Tala,WST,2.867067,5/1/2023,5,1,2023
Sao Tome/Principe Dobra,STD,21962.12828,5/1/2023,5,1,2023
Saudi Arabia Riyal,SAR,3.988979,5/1/2023,5,1,2023
Serbia Dinar,RSD,117.347992,5/1/2023,5,1,2023
Seychelles Rupee,SCR,13.78131,5/1/2023,5,1,2023
Sierra Leone Leone,SLL,20133.91481,5/1/2023,5,1,2023
Singapore Dollar,SGD,1.423274,5/1/2023,5,1,2023
Solomon Islands Dollar,SBD,8.769605,5/1/2023,5,1,2023
Somali Shilling,SOS,604.279456,5/1/2023,5,1,2023
South Africa Rand,ZAR,17.915837,5/1/2023,5,1,2023
South Korea Won,KRW,1349.524018,5/1/2023,5,1,2023
Sri Lanka Rupee,LKR,387.933103,5/1/2023,5,1,2023
St Helena Pound,SHP,1.46153,5/1/2023,5,1,2023
Sudan Pound,SDG,607.462182,5/1/2023,5,1,2023
Suriname Dollar,SRD,33.535834,5/1/2023,5,1,2023
Swaziland Lilangeni,SZL,17.922066,5/1/2023,5,1,2023
Sweden Krona,SEK,11.146082,5/1/2023,5,1,2023
Syria Pound,SYP,2665.501911,5/1/2023,5,1,2023
Taiwan Dollar,TWD,32.571771,5/1/2023,5,1,2023
Tanzania Shilling,TZS,2474.428731,5/1/2023,5,1,2023
Thailand Baht,THB,36.023779,5/1/2023,5,1,2023
Tonga Pa'anga,TOP,2.497664,5/1/2023,5,1,2023
Trinidad/Tobago Dollar,TTD,7.201984,5/1/2023,5,1,2023
Tunisia Dinar,TND,3.316394,5/1/2023,5,1,2023
Turkish New Lira,TRY,19.892734,5/1/2023,5,1,2023
Uganda Shilling,UGX,3958.842478,5/1/2023,5,1,2023
Ukraine Hryvnia,UAH,39.007137,5/1/2023,5,1,2023
Uruguay Peso,UYU,42.258874,5/1/2023,5,1,2023
United Arab Emirates Dirham,AED,3.897336,5/1/2023,5,1,2023
Vanuatu Vatu,VUV,125.340572,5/1/2023,5,1,2023
Vietnam Dong,VND,24961.80993,5/1/2023,5,1,2023
Yemen Rial,YER,265.591599,5/1/2023,5,1,2023
Zambia Kwacha,ZMK,9550.955563,5/1/2023,5,1,2023
Australia Dollar,AUD,1.557699,6/1/2023,6,1,2023
Great Britain Pound,GBP,0.883554,6/1/2023,6,1,2023
Euro,EUR,1,6/1/2023,6,1,2023
Japan Yen,JPY,140.457909,6/1/2023,6,1,2023
Switzerland Franc,CHF,0.985412,6/1/2023,6,1,2023
USA Dollar,USD,1.052576,6/1/2023,6,1,2023
Afghanistan Afghani,AFN,93.161564,6/1/2023,6,1,2023
Albania Lek,ALL,117.173115,6/1/2023,6,1,2023
Algeria Dinar,DZD,145.062916,6/1/2023,6,1,2023
Angola Kwanza,AOA,530.167088,6/1/2023,6,1,2023
Argentina Peso,ARS,188.349931,6/1/2023,6,1,2023
Armenia Dram,AMD,415.536013,6/1/2023,6,1,2023
Aruba Florin,AWG,1.897269,6/1/2023,6,1,2023
Azerbaijan New Manat,AZN,1.793958,6/1/2023,6,1,2023
Bahamas Dollar,BSD,1.053182,6/1/2023,6,1,2023
Bahrain Dinar,BHD,0.396853,6/1/2023,6,1,2023
Bangladesh Taka,BDT,109.164413,6/1/2023,6,1,2023
Barbados Dollar,BBD,2.126512,6/1/2023,6,1,2023
Belarus Ruble,BYR,20630.49895,6/1/2023,6,1,2023
Belize Dollar,BZD,2.122769,6/1/2023,6,1,2023
Bermuda Dollar,BMD,1.052576,6/1/2023,6,1,2023
Bhutan Ngultrum,BTN,87.098175,6/1/2023,6,1,2023
Bolivia Boliviano,BOB,7.277585,6/1/2023,6,1,2023
Bosnia Mark,BAM,1.941089,6/1/2023,6,1,2023
Botswana Pula,BWP,13.467754,6/1/2023,6,1,2023
Brazil Real,BRL,5.632864,6/1/2023,6,1,2023
Brunei Dollar,BND,1.410793,6/1/2023,6,1,2023
Bulgaria Lev,BGN,1.95634,6/1/2023,6,1,2023
Burundi Franc,BIF,2170.412695,6/1/2023,6,1,2023
CFA Franc BCEAO,XOF,651.020738,6/1/2023,6,1,2023
CFA Franc BEAC,XAF,651.062158,6/1/2023,6,1,2023
