Country/Currency,currency,value,date,Day,Month,Year
Cuba Convertible Peso,CUC,1.049534,19/06/2022,19,6,2022
Cuba Peso,CUP,27.812643,19/06/2022,19,6,2022
Czech Koruna,CZK,24.72219,19/06/2022,19,6,2022
Denmark Krone,DKK,7.438911,19/06/2022,19,6,2022
Djibouti Franc,DJF,187.224653,19/06/2022,19,6,2022
Dominican Republich Peso,DOP,57.567907,19/06/2022,19,6,2022
East Caribbean Dollar,XCD,2.836418,19/06/2022,19,6,2022
Egypt Pound,EGP,19.670135,19/06/2022,19,6,2022
El Salvador Colon,SVC,9.201788,19/06/2022,19,6,2022
Ethiopia Birr,ETB,54.759787,19/06/2022,19,6,2022
Falkland Islands Pound,FKP,0.861771,19/06/2022,19,6,2022
Fiji Dollar,FJD,2.285622,19/06/2022,19,6,2022
Gambia Dalasi,GMD,56.832658,19/06/2022,19,6,2022
Georgia Lari,GEL,3.069928,19/06/2022,19,6,2022
Ghana New Cedi,GHS,8.360682,19/06/2022,19,6,2022
Gibraltar Pound,GIP,0.861771,19/06/2022,19,6,2022
Guatemala Quetzal,GTQ,8.134661,19/06/2022,19,6,2022
Guinea Franc,GNF,9139.510035,19/06/2022,19,6,2022
Guyana Dollar,GYD,220.023205,19/06/2022,19,6,2022
Haiti Gourde,HTG,121.467604,19/06/2022,19,6,2022
Honduras Lempira,HNL,25.836982,19/06/2022,19,6,2022
Hong Kong Dollar,HKD,8.238897,19/06/2022,19,6,2022
Hungary Forint,HUF,399.85397,19/06/2022,19,6,2022
Iceland Krona,ISK,137.688729,19/06/2022,19,6,2022
India Rupee,INR,81.812729,19/06/2022,19,6,2022
Indonesia Rupiah,IDR,15573.87286,19/06/2022,19,6,2022
Iran Rial,IRR,44447.75176,19/06/2022,19,6,2022
Iraq Dinar,IQD,1534.924265,19/06/2022,19,6,2022
Israel New Shekel,ILS,3.633501,19/06/2022,19,6,2022
Jamaica Dollar,JMD,160.10012,19/06/2022,19,6,2022
Jordan Dinar,JOD,0.744161,19/06/2022,19,6,2022
Kazakhstan Tenge,KZT,471.405465,19/06/2022,19,6,2022
Kenya Shilling,KES,123.465207,19/06/2022,19,6,2022
Kuwait Dinar,KWD,0.32227,19/06/2022,19,6,2022
Kyrgyzstan Som,KGS,83.439086,19/06/2022,19,6,2022
Laos Kip,LAK,15780.19224,19/06/2022,19,6,2022
Lebanon Pound,LBP,1590.344922,19/06/2022,19,6,2022
Lesotho Loti,LSL,16.834921,19/06/2022,19,6,2022
Liberia Dollar,LRD,159.529485,19/06/2022,19,6,2022
Libya Dinar,LYD,5.081526,19/06/2022,19,6,2022
Macau Pataca,MOP,8.503232,19/06/2022,19,6,2022
Macedonia Denar,MKD,61.608497,19/06/2022,19,6,2022
Malagasy Ariary,MGA,4266.071012,19/06/2022,19,6,2022
Malawi Kwacha,MWK,1074.374011,19/06/2022,19,6,2022
Malaysia Ringgit,MYR,4.620088,19/06/2022,19,6,2022
Maldives Rufiyaa,MVR,16.166745,19/06/2022,19,6,2022
Mauritania Ouguiya,MRO,374.683344,19/06/2022,19,6,2022
Mauritius Rupee,MUR,47.176936,19/06/2022,19,6,2022
Mexico Peso,MXN,21.346413,19/06/2022,19,6,2022
Moldova Leu,MDL,20.239236,19/06/2022,19,6,2022
Mongolia Tugrik,MNT,3271.590855,19/06/2022,19,6,2022
Morocco Dirham,MAD,10.593403,19/06/2022,19,6,2022
Mozambique New Metical,MZN,66.992131,19/06/2022,19,6,2022
Myanmar Kyat,MMK,1947.153984,19/06/2022,19,6,2022
NL Antilles Guilder,ANG,1.895338,19/06/2022,19,6,2022
Namibia Dollar,NAD,16.834916,19/06/2022,19,6,2022
Nepal Rupee,NPR,131.311168,19/06/2022,19,6,2022
New Zealand Dollar,NZD,1.66421,19/06/2022,19,6,2022
Nicaragua Cordoba Oro,NIO,37.707839,19/06/2022,19,6,2022
Nigeria Naira,NGN,435.945201,19/06/2022,19,6,2022
North Korea Won,KPW,944.580149,19/06/2022,19,6,2022
Norway Kroner,NOK,10.509196,19/06/2022,19,6,2022
Oman Rial,OMR,0.404102,19/06/2022,19,6,2022
Pakistan Rupee,PKR,220.060492,19/06/2022,19,6,2022
Panama Balboa,PAB,1.051633,19/06/2022,19,6,2022
Papua New Guinea Kina,PGK,3.75329,19/06/2022,19,6,2022
Paraguay Guarani,PYG,7213.482277,19/06/2022,19,6,2022
Peru Nuevo Sol,PEN,3.903038,19/06/2022,19,6,2022
Philippines Peso,PHP,56.423324,19/06/2022,19,6,2022
Poland Zloty,PLN,4.67851,19/06/2022,19,6,2022
Qatar Rial,QAR,3.821392,19/06/2022,19,6,2022
Romania New Lei,RON,4.945197,19/06/2022,19,6,2022
Russia Rouble,RUB,60.348086,19/06/2022,19,6,2022
Rwanda Franc,RWF,1074.285042,19/06/2022,19,6,2022
Samoa Tala,WST,2.770196,19/06/2022,19,6,2022
Sao Tome/Principe Dobra,STD,21723.2282,19/06/2022,19,6,2022
Saudi Arabia Riyal,SAR,3.937171,19/06/2022,19,6,2022
Serbia Dinar,RSD,117.49599,19/06/2022,19,6,2022
Seychelles Rupee,SCR,14.651881,19/06/2022,19,6,2022
Sierra Leone Leone,SLL,13822.35894,19/06/2022,19,6,2022
Singapore Dollar,SGD,1.459486,19/06/2022,19,6,2022
Solomon Islands Dollar,SBD,8.543282,19/06/2022,19,6,2022
Somali Shilling,SOS,610.828958,19/06/2022,19,6,2022
South Africa Rand,ZAR,16.822094,19/06/2022,19,6,2022
South Korea Won,KRW,1355.476728,19/06/2022,19,6,2022
Sri Lanka Rupee,LKR,377.547025,19/06/2022,19,6,2022
St Helena Pound,SHP,1.445632,19/06/2022,19,6,2022
Sudan Pound,SDG,478.587715,19/06/2022,19,6,2022
Suriname Dollar,SRD,22.952292,19/06/2022,19,6,2022
Swaziland Lilangeni,SZL,16.723563,19/06/2022,19,6,2022
Sweden Krona,SEK,10.736168,19/06/2022,19,6,2022
Syria Pound,SYP,2636.984386,19/06/2022,19,6,2022
Taiwan Dollar,TWD,31.188472,19/06/2022,19,6,2022
Tanzania Shilling,TZS,2452.474012,19/06/2022,19,6,2022
Thailand Baht,THB,36.97721,19/06/2022,19,6,2022
Tonga Pa'anga,TOP,2.442318,19/06/2022,19,6,2022
Trinidad/Tobago Dollar,TTD,7.145306,19/06/2022,19,6,2022
Tunisia Dinar,TND,3.26038,19/06/2022,19,6,2022
Turkish New Lira,TRY,18.186743,19/06/2022,19,6,2022
Uganda Shilling,UGX,3933.227185,19/06/2022,19,6,2022
Ukraine Hryvnia,UAH,31.070056,19/06/2022,19,6,2022
Uruguay Peso,UYU,42.171281,19/06/2022,19,6,2022
United Arab Emirates Dirham,AED,3.855047,19/06/2022,19,6,2022
Vanuatu Vatu,VUV,121.173561,19/06/2022,19,6,2022
Vietnam Dong,VND,24380.66741,19/06/2022,19,6,2022
Yemen Rial,YER,262.646186,19/06/2022,19,6,2022
Zambia Kwacha,ZMK,9447.066341,19/06/2022,19,6,2022
Australia Dollar,AUD,1.509845,20/06/2022,20,6,2022
Great Britain Pound,GBP,0.858334,20/06/2022,20,6,2022
Euro,EUR,1,20/06/2022,20,6,2022
Japan Yen,JPY,141.977763,20/06/2022,20,6,2022
Switzerland Franc,CHF,1.01732,20/06/2022,20,6,2022
USA Dollar,USD,1.049064,20/06/2022,20,6,2022
Afghanistan Afghani,AFN,93.825272,20/06/2022,20,6,2022
Albania Lek,ALL,119.75462,20/06/2022,20,6,2022
Algeria Dinar,DZD,153.439791,20/06/2022,20,6,2022
Angola Kwanza,AOA,455.208424,20/06/2022,20,6,2022
Argentina Peso,ARS,129.32441,20/06/2022,20,6,2022
Armenia Dram,AMD,444.865681,20/06/2022,20,6,2022
Aruba Florin,AWG,1.888841,20/06/2022,20,6,2022
Azerbaijan New Manat,AZN,1.780287,20/06/2022,20,6,2022
Bahamas Dollar,BSD,1.051163,20/06/2022,20,6,2022
Bahrain Dinar,BHD,0.396284,20/06/2022,20,6,2022
Bangladesh Taka,BDT,97.708379,20/06/2022,20,6,2022
Barbados Dollar,BBD,2.12251,20/06/2022,20,6,2022
Belarus Ruble,BYR,20561.6634,20/06/2022,20,6,2022
Belize Dollar,BZD,2.118912,20/06/2022,20,6,2022
Bermuda Dollar,BMD,1.049064,20/06/2022,20,6,2022
Bhutan Ngultrum,BTN,82.032764,20/06/2022,20,6,2022
Bolivia Boliviano,BOB,7.237436,20/06/2022,20,6,2022
Bosnia Mark,BAM,1.954273,20/06/2022,20,6,2022
Botswana Pula,BWP,12.835077,20/06/2022,20,6,2022
Brazil Real,BRL,5.406248,20/06/2022,20,6,2022
Brunei Dollar,BND,1.45674,20/06/2022,20,6,2022
Bulgaria Lev,BGN,1.954089,20/06/2022,20,6,2022
Burundi Franc,BIF,2162.537619,20/06/2022,20,6,2022
CFA Franc BCEAO,XOF,655.43497,20/06/2022,20,6,2022
CFA Franc BEAC,XAF,655.43497,20/06/2022,20,6,2022
CFP Franc,XPF,119.724482,20/06/2022,20,6,2022
Cambodia Riel,KHR,4273.096637,20/06/2022,20,6,2022
Canada Dollar,CAD,1.364534,20/06/2022,20,6,2022
Cape Verde Escudo,CVE,110.177248,20/06/2022,20,6,2022
Cayman Islands Dollar,KYD,0.876002,20/06/2022,20,6,2022
Chili Peso,CLP,919.817156,20/06/2022,20,6,2022
China Yuan/Renminbi,CNY,7.046249,20/06/2022,20,6,2022
Colombia Peso,COP,4096.586222,20/06/2022,20,6,2022
Comoros Franc,KMF,491.959058,20/06/2022,20,6,2022
Congo Franc,CDF,2104.423374,20/06/2022,20,6,2022
Costa Rica Colon,CRC,718.607656,20/06/2022,20,6,2022
Croatia Kuna,HRK,7.516439,20/06/2022,20,6,2022
Cuba Convertible Peso,CUC,1.049064,20/06/2022,20,6,2022
Cuba Peso,CUP,27.800208,20/06/2022,20,6,2022
Czech Koruna,CZK,24.723088,20/06/2022,20,6,2022
Denmark Krone,DKK,7.438602,20/06/2022,20,6,2022
Djibouti Franc,DJF,187.140949,20/06/2022,20,6,2022
Dominican Republich Peso,DOP,57.54217,20/06/2022,20,6,2022
East Caribbean Dollar,XCD,2.835149,20/06/2022,20,6,2022
Egypt Pound,EGP,19.678664,20/06/2022,20,6,2022
El Salvador Colon,SVC,9.197674,20/06/2022,20,6,2022
Ethiopia Birr,ETB,54.735305,20/06/2022,20,6,2022
Falkland Islands Pound,FKP,0.861386,20/06/2022,20,6,2022
Fiji Dollar,FJD,2.2846,20/06/2022,20,6,2022
Gambia Dalasi,GMD,56.806598,20/06/2022,20,6,2022
Georgia Lari,GEL,3.068518,20/06/2022,20,6,2022
Ghana New Cedi,GHS,8.356944,20/06/2022,20,6,2022
Gibraltar Pound,GIP,0.861386,20/06/2022,20,6,2022
Guatemala Quetzal,GTQ,8.131024,20/06/2022,20,6,2022
Guinea Franc,GNF,9135.423974,20/06/2022,20,6,2022
Guyana Dollar,GYD,219.924838,20/06/2022,20,6,2022
Haiti Gourde,HTG,121.413299,20/06/2022,20,6,2022
Honduras Lempira,HNL,25.825431,20/06/2022,20,6,2022
Hong Kong Dollar,HKD,8.234893,20/06/2022,20,6,2022
Hungary Forint,HUF,399.200733,20/06/2022,20,6,2022
Iceland Krona,ISK,137.710624,20/06/2022,20,6,2022
India Rupee,INR,81.786796,20/06/2022,20,6,2022
Indonesia Rupiah,IDR,15550.28248,20/06/2022,20,6,2022
Iran Rial,IRR,44427.88013,20/06/2022,20,6,2022
Iraq Dinar,IQD,1534.238036,20/06/2022,20,6,2022
Israel New Shekel,ILS,3.630749,20/06/2022,20,6,2022
Jamaica Dollar,JMD,160.028543,20/06/2022,20,6,2022
Jordan Dinar,JOD,0.743812,20/06/2022,20,6,2022
Kazakhstan Tenge,KZT,471.194711,20/06/2022,20,6,2022
Kenya Shilling,KES,123.108175,20/06/2022,20,6,2022
Kuwait Dinar,KWD,0.322126,20/06/2022,20,6,2022
Kyrgyzstan Som,KGS,83.401777,20/06/2022,20,6,2022
Laos Kip,LAK,15773.13728,20/06/2022,20,6,2022
Lebanon Pound,LBP,1589.633916,20/06/2022,20,6,2022
Lesotho Loti,LSL,16.826889,20/06/2022,20,6,2022
Liberia Dollar,LRD,159.457507,20/06/2022,20,6,2022
Libya Dinar,LYD,5.079255,20/06/2022,20,6,2022
Macau Pataca,MOP,8.499431,20/06/2022,20,6,2022
Macedonia Denar,MKD,61.580953,20/06/2022,20,6,2022
Malagasy Ariary,MGA,4264.163752,20/06/2022,20,6,2022
Malawi Kwacha,MWK,1073.893684,20/06/2022,20,6,2022
Malaysia Ringgit,MYR,4.618006,20/06/2022,20,6,2022
Maldives Rufiyaa,MVR,16.110876,20/06/2022,20,6,2022
Mauritania Ouguiya,MRO,374.515831,20/06/2022,20,6,2022
Mauritius Rupee,MUR,47.155673,20/06/2022,20,6,2022
Mexico Peso,MXN,21.302854,20/06/2022,20,6,2022
Moldova Leu,MDL,20.230187,20/06/2022,20,6,2022
Mongolia Tugrik,MNT,3277.369267,20/06/2022,20,6,2022
Morocco Dirham,MAD,10.588667,20/06/2022,20,6,2022
Mozambique New Metical,MZN,66.96143,20/06/2022,20,6,2022
Myanmar Kyat,MMK,1946.283458,20/06/2022,20,6,2022
NL Antilles Guilder,ANG,1.894491,20/06/2022,20,6,2022
Namibia Dollar,NAD,16.826808,20/06/2022,20,6,2022
Nepal Rupee,NPR,131.252462,20/06/2022,20,6,2022
New Zealand Dollar,NZD,1.659557,20/06/2022,20,6,2022
Nicaragua Cordoba Oro,NIO,37.690981,20/06/2022,20,6,2022
Nigeria Naira,NGN,435.749974,20/06/2022,20,6,2022
North Korea Won,KPW,944.157849,20/06/2022,20,6,2022
Norway Kroner,NOK,10.487308,20/06/2022,20,6,2022
Oman Rial,OMR,0.403921,20/06/2022,20,6,2022
Pakistan Rupee,PKR,219.962108,20/06/2022,20,6,2022
Panama Balboa,PAB,1.051163,20/06/2022,20,6,2022
Papua New Guinea Kina,PGK,3.751612,20/06/2022,20,6,2022
Paraguay Guarani,PYG,7210.257298,20/06/2022,20,6,2022
Peru Nuevo Sol,PEN,3.901293,20/06/2022,20,6,2022
Philippines Peso,PHP,56.306405,20/06/2022,20,6,2022
Poland Zloty,PLN,4.68061,20/06/2022,20,6,2022
Qatar Rial,QAR,3.819625,20/06/2022,20,6,2022
Romania New Lei,RON,4.95935,20/06/2022,20,6,2022
Russia Rouble,RUB,59.534585,20/06/2022,20,6,2022
Rwanda Franc,RWF,1073.804754,20/06/2022,20,6,2022
Samoa Tala,WST,2.774484,20/06/2022,20,6,2022
Sao Tome/Principe Dobra,STD,21713.51625,20/06/2022,20,6,2022
Saudi Arabia Riyal,SAR,3.936926,20/06/2022,20,6,2022
Serbia Dinar,RSD,117.443461,20/06/2022,20,6,2022
Seychelles Rupee,SCR,14.644536,20/06/2022,20,6,2022
Sierra Leone Leone,SLL,13816.17884,20/06/2022,20,6,2022
Singapore Dollar,SGD,1.456778,20/06/2022,20,6,2022
Solomon Islands Dollar,SBD,8.539463,20/06/2022,20,6,2022
Somali Shilling,SOS,610.555183,20/06/2022,20,6,2022
South Africa Rand,ZAR,16.812323,20/06/2022,20,6,2022
South Korea Won,KRW,1354.92912,20/06/2022,20,6,2022
Sri Lanka Rupee,LKR,377.378232,20/06/2022,20,6,2022
St Helena Pound,SHP,1.44498,20/06/2022,20,6,2022
Sudan Pound,SDG,478.373684,20/06/2022,20,6,2022
Suriname Dollar,SRD,22.942003,20/06/2022,20,6,2022
Swaziland Lilangeni,SZL,16.716086,20/06/2022,20,6,2022
Sweden Krona,SEK,10.680347,20/06/2022,20,6,2022
Syria Pound,SYP,2635.806314,20/06/2022,20,6,2022
Taiwan Dollar,TWD,31.175032,20/06/2022,20,6,2022
Tanzania Shilling,TZS,2446.418578,20/06/2022,20,6,2022
Thailand Baht,THB,36.991583,20/06/2022,20,6,2022
Tonga Pa'anga,TOP,2.441225,20/06/2022,20,6,2022
Trinidad/Tobago Dollar,TTD,7.142112,20/06/2022,20,6,2022
Tunisia Dinar,TND,3.258917,20/06/2022,20,6,2022
Turkish New Lira,TRY,18.194345,20/06/2022,20,6,2022
Uganda Shilling,UGX,3931.468731,20/06/2022,20,6,2022
Ukraine Hryvnia,UAH,31.056165,20/06/2022,20,6,2022
Uruguay Peso,UYU,42.152427,20/06/2022,20,6,2022
United Arab Emirates Dirham,AED,3.853219,20/06/2022,20,6,2022
Vanuatu Vatu,VUV,121.912655,20/06/2022,20,6,2022
Vietnam Dong,VND,24369.76739,20/06/2022,20,6,2022
Yemen Rial,YER,262.528325,20/06/2022,20,6,2022
Zambia Kwacha,ZMK,9442.842107,20/06/2022,20,6,2022
Australia Dollar,AUD,1.509266,21/06/2022,21,6,2022
Great Britain Pound,GBP,0.858391,21/06/2022,21,6,2022
Euro,EUR,1,21/06/2022,21,6,2022
Japan Yen,JPY,142.108145,21/06/2022,21,6,2022
Switzerland Franc,CHF,1.017525,21/06/2022,21,6,2022
USA Dollar,USD,1.052033,21/06/2022,21,6,2022
Afghanistan Afghani,AFN,93.945114,21/06/2022,21,6,2022
Albania Lek,ALL,119.657355,21/06/2022,21,6,2022
Algeria Dinar,DZD,153.49693,21/06/2022,21,6,2022
Angola Kwanza,AOA,455.544814,21/06/2022,21,6,2022
Argentina Peso,ARS,129.26633,21/06/2022,21,6,2022
Armenia Dram,AMD,442.93793,21/06/2022,21,6,2022
Aruba Florin,AWG,1.894186,21/06/2022,21,6,2022
Azerbaijan New Manat,AZN,1.792055,21/06/2022,21,6,2022
Bahamas Dollar,BSD,1.052488,21/06/2022,21,6,2022
Bahrain Dinar,BHD,0.396584,21/06/2022,21,6,2022
Bangladesh Taka,BDT,97.825539,21/06/2022,21,6,2022
Barbados Dollar,BBD,2.125063,21/06/2022,21,6,2022
Belarus Ruble,BYR,20619.85428,21/06/2022,21,6,2022
Belize Dollar,BZD,2.121435,21/06/2022,21,6,2022
Bermuda Dollar,BMD,1.052033,21/06/2022,21,6,2022
Bhutan Ngultrum,BTN,82.090561,21/06/2022,21,6,2022
Bolivia Boliviano,BOB,7.235565,21/06/2022,21,6,2022
Bosnia Mark,BAM,1.95448,21/06/2022,21,6,2022
Botswana Pula,BWP,12.89012,21/06/2022,21,6,2022
Brazil Real,BRL,5.458684,21/06/2022,21,6,2022
Brunei Dollar,BND,1.459885,21/06/2022,21,6,2022
Bulgaria Lev,BGN,1.957282,21/06/2022,21,6,2022
Burundi Franc,BIF,2165.164564,21/06/2022,21,6,2022
CFA Franc BCEAO,XOF,655.504256,21/06/2022,21,6,2022
CFA Franc BEAC,XAF,655.501143,21/06/2022,21,6,2022
CFP Franc,XPF,120.063299,21/06/2022,21,6,2022
Cambodia Riel,KHR,4283.021447,21/06/2022,21,6,2022
Canada Dollar,CAD,1.365292,21/06/2022,21,6,2022
Cape Verde Escudo,CVE,110.188895,21/06/2022,21,6,2022
Cayman Islands Dollar,KYD,0.877115,21/06/2022,21,6,2022
Chili Peso,CLP,929.581797,21/06/2022,21,6,2022
China Yuan/Renminbi,CNY,7.040737,21/06/2022,21,6,2022
Colombia Peso,COP,4109.021461,21/06/2022,21,6,2022
Comoros Franc,KMF,493.350845,21/06/2022,21,6,2022
Congo Franc,CDF,2110.379094,21/06/2022,21,6,2022
Costa Rica Colon,CRC,721.781771,21/06/2022,21,6,2022
Croatia Kuna,HRK,7.516041,21/06/2022,21,6,2022
Cuba Convertible Peso,CUC,1.052033,21/06/2022,21,6,2022
Cuba Peso,CUP,27.878885,21/06/2022,21,6,2022
Czech Koruna,CZK,24.690594,21/06/2022,21,6,2022
Denmark Krone,DKK,7.439138,21/06/2022,21,6,2022
Djibouti Franc,DJF,186.967341,21/06/2022,21,6,2022
Dominican Republich Peso,DOP,57.686157,21/06/2022,21,6,2022
East Caribbean Dollar,XCD,2.843173,21/06/2022,21,6,2022
Egypt Pound,EGP,19.745511,21/06/2022,21,6,2022
El Salvador Colon,SVC,9.209639,21/06/2022,21,6,2022
Ethiopia Birr,ETB,54.809944,21/06/2022,21,6,2022
Falkland Islands Pound,FKP,0.863824,21/06/2022,21,6,2022
Fiji Dollar,FJD,2.297588,21/06/2022,21,6,2022
Gambia Dalasi,GMD,56.967432,21/06/2022,21,6,2022
Georgia Lari,GEL,3.077186,21/06/2022,21,6,2022
Ghana New Cedi,GHS,8.367121,21/06/2022,21,6,2022
Gibraltar Pound,GIP,0.863824,21/06/2022,21,6,2022
Guatemala Quetzal,GTQ,8.146074,21/06/2022,21,6,2022
Guinea Franc,GNF,9148.581258,21/06/2022,21,6,2022
Guyana Dollar,GYD,220.187921,21/06/2022,21,6,2022
Haiti Gourde,HTG,121.560041,21/06/2022,21,6,2022
Honduras Lempira,HNL,25.857141,21/06/2022,21,6,2022
Hong Kong Dollar,HKD,8.258514,21/06/2022,21,6,2022
Hungary Forint,HUF,397.042656,21/06/2022,21,6,2022
Iceland Krona,ISK,137.700807,21/06/2022,21,6,2022
India Rupee,INR,81.989433,21/06/2022,21,6,2022
Indonesia Rupiah,IDR,15599.28797,21/06/2022,21,6,2022
Iran Rial,IRR,44553.61345,21/06/2022,21,6,2022
Iraq Dinar,IQD,1536.079061,21/06/2022,21,6,2022
Israel New Shekel,ILS,3.626017,21/06/2022,21,6,2022
Jamaica Dollar,JMD,160.037269,21/06/2022,21,6,2022
Jordan Dinar,JOD,0.745908,21/06/2022,21,6,2022
Kazakhstan Tenge,KZT,470.185252,21/06/2022,21,6,2022
Kenya Shilling,KES,123.512278,21/06/2022,21,6,2022
Kuwait Dinar,KWD,0.322953,21/06/2022,21,6,2022
Kyrgyzstan Som,KGS,83.633259,21/06/2022,21,6,2022
Laos Kip,LAK,15781.72487,21/06/2022,21,6,2022
Lebanon Pound,LBP,1591.27069,21/06/2022,21,6,2022
Lesotho Loti,LSL,16.874505,21/06/2022,21,6,2022
Liberia Dollar,LRD,159.908693,21/06/2022,21,6,2022
Libya Dinar,LYD,5.077193,21/06/2022,21,6,2022
Macau Pataca,MOP,8.50938,21/06/2022,21,6,2022
Macedonia Denar,MKD,61.675926,21/06/2022,21,6,2022
Malagasy Ariary,MGA,4276.17653,21/06/2022,21,6,2022
Malawi Kwacha,MWK,1075.196383,21/06/2022,21,6,2022
Malaysia Ringgit,MYR,4.630528,21/06/2022,21,6,2022
Maldives Rufiyaa,MVR,16.201691,21/06/2022,21,6,2022
Mauritania Ouguiya,MRO,375.575736,21/06/2022,21,6,2022
Mauritius Rupee,MUR,47.284085,21/06/2022,21,6,2022
Mexico Peso,MXN,21.321313,21/06/2022,21,6,2022
Moldova Leu,MDL,20.228429,21/06/2022,21,6,2022
Mongolia Tugrik,MNT,3286.644441,21/06/2022,21,6,2022
Morocco Dirham,MAD,10.602477,21/06/2022,21,6,2022
Mozambique New Metical,MZN,67.151375,21/06/2022,21,6,2022
Myanmar Kyat,MMK,1948.635455,21/06/2022,21,6,2022
NL Antilles Guilder,ANG,1.89679,21/06/2022,21,6,2022
Namibia Dollar,NAD,16.874476,21/06/2022,21,6,2022
Nepal Rupee,NPR,131.347657,21/06/2022,21,6,2022
New Zealand Dollar,NZD,1.659788,21/06/2022,21,6,2022
Nicaragua Cordoba Oro,NIO,37.735937,21/06/2022,21,6,2022
Nigeria Naira,NGN,441.31713,21/06/2022,21,6,2022
North Korea Won,KPW,946.829879,21/06/2022,21,6,2022
Norway Kroner,NOK,10.404137,21/06/2022,21,6,2022
Oman Rial,OMR,0.405033,21/06/2022,21,6,2022
Pakistan Rupee,PKR,221.217258,21/06/2022,21,6,2022
Panama Balboa,PAB,1.052488,21/06/2022,21,6,2022
Papua New Guinea Kina,PGK,3.756088,21/06/2022,21,6,2022
Paraguay Guarani,PYG,7216.016042,21/06/2022,21,6,2022
Peru Nuevo Sol,PEN,3.917794,21/06/2022,21,6,2022
Philippines Peso,PHP,57.101746,21/06/2022,21,6,2022
Poland Zloty,PLN,4.649675,21/06/2022,21,6,2022
Qatar Rial,QAR,3.830426,21/06/2022,21,6,2022
Romania New Lei,RON,4.944769,21/06/2022,21,6,2022
Russia Rouble,RUB,57.598945,21/06/2022,21,6,2022
Rwanda Franc,RWF,1076.16206,21/06/2022,21,6,2022
Samoa Tala,WST,2.782336,21/06/2022,21,6,2022
Sao Tome/Principe Dobra,STD,21774.96695,21/06/2022,21,6,2022
Saudi Arabia Riyal,SAR,3.947588,21/06/2022,21,6,2022
Serbia Dinar,RSD,117.443789,21/06/2022,21,6,2022
Seychelles Rupee,SCR,13.481464,21/06/2022,21,6,2022
Sierra Leone Leone,SLL,13855.27989,21/06/2022,21,6,2022
Singapore Dollar,SGD,1.460427,21/06/2022,21,6,2022
Solomon Islands Dollar,SBD,8.56363,21/06/2022,21,6,2022
Somali Shilling,SOS,612.283174,21/06/2022,21,6,2022
South Africa Rand,ZAR,16.873206,21/06/2022,21,6,2022
South Korea Won,KRW,1359.916236,21/06/2022,21,6,2022
Sri Lanka Rupee,LKR,375.716814,21/06/2022,21,6,2022
St Helena Pound,SHP,1.449068,21/06/2022,21,6,2022
Sudan Pound,SDG,479.727103,21/06/2022,21,6,2022
Suriname Dollar,SRD,23.01219,21/06/2022,21,6,2022
Swaziland Lilangeni,SZL,16.846864,21/06/2022,21,6,2022
Sweden Krona,SEK,10.640013,21/06/2022,21,6,2022
Syria Pound,SYP,2643.265821,21/06/2022,21,6,2022
Taiwan Dollar,TWD,31.26359,21/06/2022,21,6,2022
Tanzania Shilling,TZS,2452.289862,21/06/2022,21,6,2022
Thailand Baht,THB,37.182543,21/06/2022,21,6,2022
Tonga Pa'anga,TOP,2.462914,21/06/2022,21,6,2022
Trinidad/Tobago Dollar,TTD,7.146464,21/06/2022,21,6,2022
Tunisia Dinar,TND,3.268144,21/06/2022,21,6,2022
Turkish New Lira,TRY,18.217849,21/06/2022,21,6,2022
Uganda Shilling,UGX,3925.688605,21/06/2022,21,6,2022
Ukraine Hryvnia,UAH,31.093824,21/06/2022,21,6,2022
Uruguay Peso,UYU,42.16188,21/06/2022,21,6,2022
United Arab Emirates Dirham,AED,3.864224,21/06/2022,21,6,2022
Vanuatu Vatu,VUV,122.257676,21/06/2022,21,6,2022
Vietnam Dong,VND,24443.99562,21/06/2022,21,6,2022
Yemen Rial,YER,263.271383,21/06/2022,21,6,2022
Zambia Kwacha,ZMK,9469.560917,21/06/2022,21,6,2022
Australia Dollar,AUD,1.513501,22/06/2022,22,6,2022
Great Britain Pound,GBP,0.858691,22/06/2022,22,6,2022
Euro,EUR,1,22/06/2022,22,6,2022
Japan Yen,JPY,143.605015,22/06/2022,22,6,2022
Switzerland Franc,CHF,1.017515,22/06/2022,22,6,2022
USA Dollar,USD,1.053208,22/06/2022,22,6,2022
Afghanistan Afghani,AFN,94.788717,22/06/2022,22,6,2022
Albania Lek,ALL,119.30211,22/06/2022,22,6,2022
Algeria Dinar,DZD,153.583675,22/06/2022,22,6,2022
Angola Kwanza,AOA,455.110195,22/06/2022,22,6,2022
Argentina Peso,ARS,130.246805,22/06/2022,22,6,2022
Armenia Dram,AMD,439.198221,22/06/2022,22,6,2022
Aruba Florin,AWG,1.895774,22/06/2022,22,6,2022
Azerbaijan New Manat,AZN,1.793104,22/06/2022,22,6,2022
Bahamas Dollar,BSD,1.053178,22/06/2022,22,6,2022
Bahrain Dinar,BHD,0.397078,22/06/2022,22,6,2022
Bangladesh Taka,BDT,97.894736,22/06/2022,22,6,2022
Barbados Dollar,BBD,2.126517,22/06/2022,22,6,2022
Belarus Ruble,BYR,20642.87236,22/06/2022,22,6,2022
Belize Dollar,BZD,2.122954,22/06/2022,22,6,2022
Bermuda Dollar,BMD,1.053208,22/06/2022,22,6,2022
Bhutan Ngultrum,BTN,82.207588,22/06/2022,22,6,2022
Bolivia Boliviano,BOB,7.240697,22/06/2022,22,6,2022
